ADBJMPIF,"40,51,123"
ADBOPADX,"16,99,103,102"
ADBULPLS,"104,52,102,90,2,69,114,68,40,133"
ADDNDVMP,"104,15"
ADDOKUJL,107
ADEXITFT,"38,102,26,90,47,133,27"
ADFOXBQT,"68,100"
ADGACPTK,"104,68,102,15"
ADGVZCPZ,2
ADIEJNQN,15
ADIGUTHG,"133,100"
ADIUEKOU,"105,102,110,69,15,40,67"
ADJSYTFT,"38,26,102,90,133,27"
ADLESPDU,"40,13"
ADLXYLHH,"68,78"
ADMCXIFB,67
ADMEMAMC,"68,133,102"
ADMMBHFB,133
ADMWXPKK,"52,102,69,68,133,27"
ADNYRLZD,78
ADOFYPLS,"2,69,68,40,133"
ADOHVPTK,68
ADPAYFXO,"102,135"
ADPMWRAC,102
ADPUOTFT,"38,26,102,90,133,27"
ADPZMEUL,112
ADPZTMCV,85
ADQKWFKM,"68,78,117"
ADQPJJYD,"68,45"
ADRGSNPL,"68,133"
ADRLLJWU,133
ADSMKTFT,"38,26,102,47,27"
ADSTNDAL,"2,68,133"
ADUAVFNJ,133
ADUJTKPH,41
ADUQOXDO,"68,100"
ADVHUHGA,"133,78,102"
ADVQEVMP,"40,102"
ADWTXIQR,"62,102,1,39,8,120,97"
AEABHPTK,104
AEBICNPL,"76,133,102,45"
AECOXVTI,"123,102"
AECXTEWB,"83,40,133,102"
AEDUALHH,"40,7"
AEDZBNQN,102
AEEFGIQR,"120,8"
AEEHNVTT,40
AEGDWKWA,"68,78,100"
AEGVDREH,52
AEGVXDAL,"52,123,102,2,69,68,32,133,13"
AEGXSNQN,15
AEHHLPTK,68
AEHRLGCS,133
AEJREDMX,"102,15"
AEKTZRAM,47
AELXQBME,100
AENCUXHP,"133,102"
AEPJJHSA,"2,52,102,15"
AEPQBYUQ,13
AEQHDVKA,"2,100"
AEQVOUDX,133
AERSVHAQ,"52,102,2,68,13"
AERZRNQN,"2,15"
AESDJLSQ,"40,78"
AEUEWLSQ,"48,40,78"
AEXKOMYV,68
AEXKUHFB,"102,15"
AEXZJFFP,"40,133,102"
AEZMTDKB,40
AEZTBKEW,68
AFARIZQJ,90
AFBALBQT,69
AFBVPIQR,"102,26,1,51,97,78,100"
AFDTSGHA,15
AFEDZGHA,"128,68"
AFEGAIQQ,78
AFEODHGA,"2,68,78"
AFEUMDAL,"68,123,102"
AFFAVFUG,40
AFFRVFGA,"102,67"
AFFUDFPE,"68,78"
AFGAABGU,43
AFGHLSEB,"102,15"
AFGNOJVY,102
AFIQFBQT,68
AFJLVDSN,"14,51,100"
AFJRQCIW,"26,8"
AFKUFRAH,"102,15"
AFKWTSOB,78
AFLPRFGA,100
AFLSGLDC,78
AFMIPZLK,102
AFNJMDCC,"68,67"
AFNMIDAL,"104,52,123,102,2,69,67,32,68,40"
AFNOXJKU,133
AFNSKXRE,"2,103"
AFNVSSFN,78
AFOLADSN,100
AFRUMSEB,"102,15"
AFRXYHGA,"2,102"
AFVBQFXO,"102,15"
AFVFMXHP,102
AFVLAIWV,"133,102,15"
AFVXGCEI,8
AFWFCDAL,"32,68,40"
AFWKZVRM,102
AFXMXEWB,33
AFXPVMHZ,18
AFZHKNQN,"2,15"
AFZTOONO,128
AGAMZCIN,"40,52"
AGAZXKEW,90
AGBHKVEI,32
AGBKJUDI,"2,15"
AGBKOFGA,"128,15"
AGCAYUOY,"104,123,28"
AGDEGXMC,52
AGDEHDAL,"104,123,5,128,67,32,13"
AGELRXDO,133
AGEUEZQJ,47
AGFIVTFT,"38,102"
AGHBWIFB,68
AGILWBQT,102
AGIQNEWB,"68,133"
AGJKWLSQ,68
AGKXYZLK,40
AGMBXWMK,68
AGMMQEWB,52
AGNEFGHA,"2,133,15"
AGNKZMHZ,68
AGONXBRS,"58,40"
AGQNPCPZ,68
AGSKCVTI,"2,48,104"
AGTSMTFT,"38,26,102,90,47,27"
AGTVCKDQ,76
AGUBBQTX,68
AGUSZKOU,15
AGUWYCND,102
AGVNIBQT,68
AGVYUNQN,"102,15"
AGXWTXGD,52
AGXXYLBD,"2,68"
AGYAXFXO,15
AGYDGLSQ,"2,48,68"
AGYLNNPL,"68,64"
AHACLXHP,"52,102,69,8,15"
AHAEZVYU,133
AHBCWKOU,"68,102,15"
AHBYGMVW,"102,90,2,15,68"
AHCNIRAC,100
AHCSFPKK,133
AHDFPCDA,41
AHDPQPTK,"2,102,15"
AHDUEJVY,"40,69,102"
AHDZVGBP,78
AHERUHBS,102
AHEZMSOB,78
AHFJGGIW,"2,68,40,90"
AHFKPZJZ,"2,69,102"
AHFUXMHZ,"2,68"
AHHLBAMC,"133,106,102"
AHHOXZJZ,"40,102,15"
AHHSQPTK,"2,68,102,15"
AHIKOUDI,"2,52,15"
AHINQUJL,123
AHIRRPIF,"91,5,8,67"
AHJRRLHH,16
AHJSFBLQ,47
AHKLQIKV,87
AHLJNIBW,"2,68"
AHLKKFFP,123
AHLLGPTK,15
AHLRRTEK,102
AHLRWAFG,"68,102"
AHOOGCIN,"78,12"
AHPOCLSQ,"48,40,102"
AHQUYYTZ,102
AHRGCMVW,"128,102,15"
AHRHHVIQ,"114,75,120"
AHRJAPTK,"2,68,22"
AHSAPCNX,45
AHSVXBQT,"104,68,73"
AHTCDBME,"40,133"
AHTIACIW,"68,78"
AHTOSBXG,"68,102,15"
AHTUHHFB,"68,133,102,15"
AHUCRZQJ,68
AHWKCHDU,67
AHXESVEI,"104,48,52,102,2,40,133"
AHYCBXGD,47
AHYLWONO,"48,15"
AHZOSOIM,78
AIAPAZJZ,"133,102"
AIBKJAHW,52
AIBLFGQD,16
AIBLWPKK,"104,40,102"
AIBQKOIP,114
AICKDHGA,"102,116,2,133,118,51,68,97,78"
AICZZVMW,68
AIDAZMRQ,102
AIDHHXSF,"21,40,80"
AIDUQNPL,"40,102,15"
AIEPABQT,67
AIEXAFXO,"102,15"
AIFRKUPH,123
AIFSREBY,"108,68"
AIGASPKL,123
AIHZXAMC,"108,106,102,65,133"
AIJRJPAB,"68,78"
AIJZSTFT,"38,102"
AIKHWIQQ,78
AIMQCXDO,"133,102,47"
AIMSAIQR,"97,133,102,39"
AIMSJJVY,"128,40,69,102"
AINMFXDO,47
AINYDTEK,"2,68"
AIOPYMVW,"58,104,102,2,128,10,118,68,78"
AIPLDNQN,15
AIPNOBRS,"58,133"
AIRLMXFE,123
AIRMQDAL,"104,5,13"
AIRZPOOZ,"68,78"
AIRZSPKK,"102,90"
AISKSLSQ,102
AITARXDO,133
AITNUIQQ,78
AITTZFUP,"68,78"
AIWQFREH,52
AIZUOZTV,"33,90"
AJCINFGA,133
AJDDHWBO,133
AJEGSKOU,102
AJGHONSU,133
AJGNNPKL,"123,102"
AJGOVQWI,"123,102"
AJHTPBRS,52
AJIKSDAL,"68,103,1"
AJIWMPAB,102
AJJIGEOD,102
AJKCKVMP,15
AJKKUZQJ,"2,90,67"
AJKYFUIV,90
AJLMQTUB,123
AJNJRIQR,"62,102,133,1,39,8,120,97"
AJNUZWZS,"123,45"
AJPSFCIW,58
AJRRBKGZ,123
AJSFRRLL,"58,133,128"
AJSRBMVW,"58,104,102,2,10,118,68,78"
AJTCMDFC,"75,102"
AJUQWNJC,68
AJVINYTZ,"104,68,102,90"
AJWCGXYT,99
AJWSYUDX,100
AJYDMSBA,"38,102,15"
AJYJKHAQ,"105,40,102"
AJYLCSOM,52
AJYNQFXO,"102,15"
AJZFOVEI,"103,102"
AKACDWMK,"68,78"
AKAIGSUS,15
AKCLZBQT,40
AKCOBVKA,90
AKDTFEUL,68
AKDYCHGA,"78,102"
AKERJNSU,102
AKFJYBGG,"103,90"
AKHHRVEI,"40,33,90"
AKIOYONO,"102,15"
AKIYBTFT,"38,26,102,90,27"
AKJEPZYO,"40,102"
AKJHEKEW,36
AKKBOSBA,40
AKKCNOOZ,78
AKLIHMVW,"68,102,15"
AKNJEGEG,69
AKNJGEWB,"32,90"
AKNVODAL,"68,133"
AKNZGFGA,48
AKPNRXGD,55
AKPPMLSQ,"40,102"
AKQVZTHG,"133,45"
AKSOZVEI,"2,48,40,103"
AKUIHREH,108
AKUVTOXJ,133
AKUWYVEI,"40,133"
AKUZEIJJ,"40,7"
AKVVCPTK,"2,68,15"
AKWFUBXG,2
AKXVOXGD,40
AKYIXRSU,"2,102"
AKZZEJKQ,"40,7"
ALBFVSUS,"102,15"
ALBTDLSQ,68
ALELOPTK,"102,15"
ALEQLZQJ,52
ALFCZDAL,"52,123,102,2,69,32,13"
ALFFMZTV,"40,133"
ALFJQPTK,"2,68,102,15"
ALFNANPL,"102,15"
ALFSEKOU,"40,15,105,133,13"
ALFVCNQN,"2,15"
ALGHZAMC,"108,102,106,65,133,46,74"
ALIHFLWC,"68,40"
ALIQOGJU,"1,88"
ALIWNMVW,"58,104,102,2,128,10,118,68,78"
ALJDDCEI,8
ALKNIMVW,"58,104,102,2,128,10,118,68,78"
ALKXHFAU,"78,44"
ALMDJBSK,123
ALMFBBQT,"40,7"
ALMZSVTI,"2,48,32,104"
ALNDAFYY,133
ALNHDDUC,78
ALQZKHGA,"102,116,133,68,97,78"
ALSLJZQJ,139
ALSLTVEI,"2,48,52"
ALTBRMVW,"132,68,102"
ALWCJJVY,"40,69,52"
ALXLUFAU,"68,78"
ALYBARLL,2
ALZXBJKQ,"40,7"
AMAGFKTH,"102,15"
AMAVQPLS,"40,133"
AMBEXIQR,"97,133,102,39"
AMBIRXTD,68
AMBMZFNJ,46
AMCMKSOB,68
AMCTZTHG,67
AMDKPEQQ,102
AMDNEGJU,"52,78"
AMDVAPAB,40
AMEAJIFB,"71,78,65"
AMEXOBQT,"68,40,102,45"
AMFVDFGA,"48,102"
AMGKETFT,"38,102,26,90,47,133,27"
AMGRGLLG,"80,102"
AMGTAQCJ,1
AMGYKOIP,40
AMIHVHGW,"102,15"
AMKLCFXO,"104,48,52,102,135"
AMKXNFFP,123
AMLDERHB,"52,15"
AMNJGDAL,"104,52,123,102,2,69,67,32,68,40"
AMOFSFXO,"52,102,135"
AMOPSPKK,"38,104,102,90,84,67,68,133,46"
AMPSJPKK,"52,102,69,114,40,133,27"
AMPUMMVW,"52,102,2,15,132,68"
AMQHRVMP,2
AMQOZPKK,"52,102,69,68,133,27"
AMQPBBQT,16
AMSCPUUK,15
AMSGFIVA,102
AMVBLLHH,"123,67"
AMVCDFGA,133
AMVQFXGD,"132,102"
AMVQLFXO,"52,102,135"
AMVXZFXO,102
AMWAABQT,"2,35"
AMWKECEI,68
AMWOIPKL,"68,67"
AMXNIHVR,"1,123"
AMYQPJKU,"114,133"
AMZOHDUC,78
AMZSRXGD,100
AMZTOPKK,"108,133,102,68"
ANAEFVEI,"2,48,104,90"
ANARKHIS,78
ANBBNRFV,67
ANDAXPAB,"49,45,53,8,120,133"
ANDHNIBW,8
ANEFRXMC,"40,80,102"
ANGIMFFP,"40,78"
ANGLMXGD,"2,40"
ANGTGPKK,"68,133,102,90"
ANIWPADX,80
ANJQUCEI,78
ANKUBPTD,133
ANKXBPTK,"2,68,102,15"
ANKYWBQT,52
ANMELFGA,"104,68,103"
ANMSEBME,"40,133"
ANNZGGIW,"2,68,40,90"
ANOGFCND,"1,51"
ANOMWVEI,"68,103"
ANPZESBA,"2,40,100"
ANQIFXMC,"40,80,102"
ANQMCDAL,"52,123,102,69,32,13"
ANQTDSDK,133
ANRVDXER,78
ANSMBKOU,102
ANVGYRAC,100
ANVHXKDQ,"33,133"
ANVSSPKK,"133,102"
ANVSTEUL,68
ANWVHVKA,102
ANXASVMW,68
ANXLEXGD,"133,123"
ANXQGLHH,68
ANXTKFGA,"68,52"
ANXUOFGA,123
ANYDBGQD,133
AOAMQFFP,"26,27"
AOAWLNSU,133
AOBMAFXO,"104,48,52,102,135"
AOBMPLLG,80
AOBREBGG,15
AOBVWKDQ,"38,105"
AOBXIFGA,133
AOCJBPTK,"2,68,15"
AOENTZIE,"52,69,102"
AOFIILSQ,102
AOHBEPHK,"133,90"
AOHPFFFP,123
AOIBUAOX,123
AOJBGDSN,"46,100"
AOMQERHW,40
AOMYEWZS,"123,102,45"
AONOQFXO,"48,52,102,135"
AONQCUUK,90
AONYWBSK,123
AOOZQPTK,"68,102,15"
AOPODKGZ,123
AOQPBSDT,102
AOQYWFYY,"2,40"
AOSRTKOU,"102,69,40,15,105"
AOTBFYMI,40
AOUCLVTI,"2,48,32,104"
AOUTLFFP,40
AOWCGEUL,"2,102,78"
AOZFLDMX,"102,15"
AOZHDVEI,2
AOZOENCR,"68,102"
AOZRGCNX,"133,102"
AOZWOKEW,100
APAHPMZL,68
APAVBXMC,102
APBGPVOG,"94,102,78"
APBPPVEI,"48,133,102"
APBTEZAA,102
APDAFUPH,40
APDINWMK,78
APDNNUBE,68
APDOHJVY,"128,40,69,102"
APEKUFUP,"68,102,78"
APELAEUL,133
APFHNGQD,68
APFQNQFB,123
APHIPXTD,68
APIOENQN,15
APIZCLDC,"68,102"
APJJNXYT,"104,99,116,74"
APKKGNPL,"123,47"
APLMATFT,"38,26,27"
APNFDWMK,"68,78"
APOEYMZL,48
APPQWCNX,13
APPYUSOB,68
APQKUYUQ,"78,102"
APQXFHGA,"97,102,78"
APRHAXMC,"68,80,102"
APRODHEB,2
APSGZPDU,40
APSJJPAB,"5,8,102"
APTMISOB,68
APVDFYUQ,45
APVIYNPL,"68,102"
APWGDRHW,40
APXNBRDX,38
APXOGADX,"133,102"
APXYUHVR,"68,78"
APYFCCIN,69
APYQFNQN,"2,15"
APZQNXGD,78
AQACNZLK,133
AQBFJFGA,"133,46"
AQCDDKGZ,78
AQCEXFXO,102
AQCNFHVR,68
AQCOFBLQ,68
AQCYDXGD,"68,133,102,45"
AQEOBXPO,73
AQFCONPL,"133,102"
AQFOPVKA,2
AQGRVNHV,15
AQGTIZIE,"68,69,102,90"
AQHFFMHZ,78
AQIFILDC,102
AQJCEKOU,"105,102,110,133,69,15,40,67"
AQJQVUJL,68
AQJWQNJC,101
AQKVYDCC,102
AQLVAFXO,"104,48,52,102,135"
AQLWZPIK,"133,102,15"
AQMNPCEI,40
AQMTLLHH,"123,78"
AQMUDHEB,102
AQNVCEDF,123
AQOJJLKI,40
AQPJCIQR,"120,39,8,102"
AQPJHPDI,102
AQPLLFAG,78
AQPMQHSA,"52,69,102"
AQSUWKEW,102
AQTEVUPH,"105,133,13"
AQTGZZAA,"40,123"
AQTQSVMP,"103,116"
AQTSQMVW,"2,68,102,15"
AQUINVEI,"133,102"
AQVEUGJU,78
AQVUNADX,133
AQWJJWUH,"52,102"
AQXBJPTK,"2,104,15"
AQXJDGIW,104
AQXRTRAC,133
AQYPUJVY,"48,40,102"
AQYXZZQJ,"104,68,15"
ARBLKIFB,68
ARCDOBQT,52
ARCKIIQR,"1,97"
ARCMZKOU,"133,102"
ARCXWAMC,"133,99,106"
ARELNVYU,133
ARGOSTFT,"38,26,27,102"
ARHRHGQD,68
ARHRJADM,"27,78"
ARHXOHPH,40
ARJFJFFP,"27,26"
ARKXVBQT,40
ARLGQDAL,"5,13,67"
ARNCVXGD,84
AROHKKEW,74
AROVKSUS,15
ARRBXMVW,"2,68,102,15"
ARRMKTEK,68
ARRPVPKK,"38,133"
ARSNNDAL,"104,5,13"
ARSXTLSQ,"48,68,15"
ARSYELDC,68
ARSYSXMC,"40,80,102"
ARWOAPIF,47
ARWTBTKX,"104,48,40,102"
ARXXWUDX,133
ARZFVQTX,68
ASAUWQTX,"68,40,7"
ASAXKREH,69
ASBTVHGA,"68,133"
ASDHNXGD,"133,123"
ASECJFUG,102
ASFNFSDT,102
ASGWDEOD,45
ASHUOMHZ,"58,40,133"
ASICBFUP,112
ASIDPNPL,"49,102,15"
ASIHHXHP,"40,133,102"
ASIVKSDK,102
ASKPDTHG,133
ASKWBUDI,"2,68,15"
ASLHPICC,133
ASNKPTUB,"16,68,123,51"
ASOTQVKA,"2,115,102,15"
ASRFKBXG,52
ASTCFVTI,"2,48,68,104"
ASUZPDHC,"40,7"
ASYWWGJU,"40,1"
ASZFFLSQ,2
ASZSJKRV,8
ATANAUDI,2
ATAXUSVW,"102,78"
ATBEMRJS,"40,52"
ATCCEMGJ,44
ATCXEFYS,"68,52,69"
ATDDFKGZ,68
ATFPHYSZ,47
ATFPXDAL,"68,32,123,102"
ATGGPXMC,"40,102"
ATHWRTFT,"38,102,26,90,47,133,27"
ATIDIFFP,123
ATJDOMHZ,78
ATJFJDGW,52
ATJHBGBP,"2,68"
ATJQFGQD,78
ATJRAEOD,"102,90,15"
ATKBHBQT,"68,74"
ATKESKOU,"128,102,67"
ATKMKNPO,"128,102,100"
ATKPNKEW,"69,123"
ATKVVFFP,100
ATKXDXYT,"104,48,116"
ATLLMPAB,"120,5,8"
ATLRWKGZ,37
ATLYRKDQ,"52,8,102"
ATMATAMC,133
ATMBMPHK,"128,133,90"
ATMXKPAB,40
ATNZSHXM,68
ATOHVGHA,"128,15"
ATOIGADX,"16,52,69,102"
ATONVPKK,"68,46,102"
ATPHEBXG,"48,1,100,67"
ATPKEMVW,"102,128,10,118,78"
ATQGDNQN,15
ATRECPAB,123
ATRFLUDX,133
ATSFLXGD,"68,116"
ATSWBXMC,"80,102"
ATVPDPKK,"38,104,90,68,133"
ATVPJPTK,"102,90,2,15,68"
ATXHFMRN,"102,90,2,103,68,133,100"
ATXOLBOE,15
ATXQDEDF,68
ATYLRSOB,78
ATYRAEQQ,67
ATYYXQTX,"40,7"
ATZQMVDY,"102,15"
AUAISJBD,"102,15"
AUAUANCR,104
AUBLELHH,68
AUCLDAMC,"133,100"
AUDNOUDI,"104,2,103,15,68"
AUDQDHGA,"102,26,2,133,118,51,68,97"
AUEDLVKA,68
AUFASZJZ,102
AUFQLSBA,"32,103,102"
AUFUEZON,"68,78"
AUFXRKOU,"102,15"
AUHJYBQT,133
AUIBQPTK,"68,15"
AUICQMVW,"2,68,102,15"
AUKNEIFB,68
AULGPNQN,15
AULNPBQT,"16,102"
AULVBQTX,"68,49,22"
AULYJBOE,15
AUNSFMHZ,78
AUQNYKOU,"68,102,15"
AURUBCIW,"1,7"
AURXBXYT,"102,74"
AUSIQHSA,40
AUSOHMVW,"102,90,2,15,68"
AUTFYIWV,"52,102"
AUTHZNSU,108
AUUCKNQN,102
AUURQLSQ,"2,68,40,102"
AUUTWNQN,15
AUUZNMVW,"102,90,2,15,68"
AUVHKKEW,"36,74"
AUWRCPLS,"104,52,102,90,2,69,68,133"
AUWWTVTT,"68,40,78"
AVABTLDC,78
AVBBXIQR,"102,1,51,97,78,100"
AVBOYLHH,47
AVCCAJWU,25
AVDGEFFP,40
AVDZYRAC,67
AVFDINPL,"68,52,102"
AVFYGFGA,"40,133"
AVGLPNQN,102
AVGPFIQR,"102,100"
AVGXNPKL,"68,1,78"
AVGYDVMS,"104,40,116"
AVHATGDO,22
AVHUTPTK,"102,90,2,15,68"
AVJHTTEK,"2,15"
AVJMAVKA,"68,133"
AVJNYVEI,40
AVJQGFFP,"41,102"
AVJZSTFT,"38,26,102,133,27"
AVKPBVEI,"49,90,2,103,40,133"
AVKYYPTK,"68,52,102,15"
AVKZNYMI,102
AVMQEVKA,"80,78"
AVNWLKRV,"40,8"
AVOCWHEB,68
AVOPYQFB,16
AVOZHKOU,"102,40,15,105,133,13"
AVPJOUPH,123
AVQKOLSQ,"68,40"
AVQNCFUP,"68,112"
AVRPCBQT,68
AVSDKPKL,78
AVTOTCPZ,123
AVTZQCJH,"1,102"
AVUNQAOX,123
AVUQCUDI,"2,68,15"
AVVPOADX,99
AVWBBXDO,51
AVWPPFXO,"104,102,135"
AVXBSUDX,"14,133"
AVXZFDAL,52
AVYKTKGZ,123
AVZDRFNJ,123
AVZOCEDF,133
AVZQKNXN,"98,37"
AWBAWZAA,68
AWBGJLZD,40
AWBZZHSA,"52,102"
AWCJPXGD,"40,133"
AWCRCLZD,40
AWDLSFXO,"68,102,15"
AWEHVLKY,"128,16,133,35"
AWEWPMME,40
AWFPRFIO,"102,15"
AWGEUBXG,68
AWGKZDAL,"68,90"
AWILCUPH,102
AWJEUGCS,"3,118,1,102"
AWJNQLHH,"68,65"
AWJTWUXV,102
AWLJZCEI,"68,78"
AWMOFUOY,"104,102"
AWMOOBQT,"78,12,4"
AWNCQYTZ,"104,133"
AWOBZWMK,139
AWOYVRME,68
AWPJUDUC,"68,40"
AWPSBQTX,"2,68,49,22"
AWQIALSQ,40
AWQSOTEK,2
AWSISZYO,"114,45"
AWSSIKOU,"40,102,110,15"
AWTALMHZ,2
AWTHSMWW,15
AWUDTLVZ,"68,78"
AWWTSBQT,"68,82"
AWWWTXRE,"2,68,52,102"
AWXLSMHZ,102
AWXXHUDI,"2,68,15"
AWYBFVEI,"2,32"
AWZIMLKI,78
AXAMUFGA,"69,52,133"
AXAVYKOU,"105,102,69,15,40,133,13"
AXBPGEUL,78
AXBVDKOU,"102,15"
AXCAWXGD,116
AXCVOFAU,"68,102"
AXCWSDCC,38
AXDCRKOU,"49,102,15"
AXDVQXER,78
AXECJNPL,"64,15"
AXEDIXYT,"104,102,74"
AXFIRNPL,"68,8,102,64"
AXFMDEDF,133
AXFMDVKA,"68,133,102,15"
AXFNMNXN,"121,123"
AXGJKAMC,"106,68,133,102"
AXGPRAHK,21
AXHKTMVW,"2,68,102,15"
AXHWQNMW,"71,102"
AXIARUPH,"102,67"
AXIWPCJH,"68,40,78"
AXMSEBQT,40
AXQGFBSK,123
AXQHAZJZ,"133,78,102"
AXQJFMGJ,"68,52"
AXQNBRAC,133
AXQRBXRE,"2,68,103"
AXRCVHGA,2
AXUENOTL,"114,15"
AXUJCTFT,"38,102,26,90,47,133,27"
AXUPFLSQ,128
AXUTGNCR,"104,90"
AXVNLLSQ,"2,68,40"
AXVNVNPL,"76,133"
AXWFGIKV,123
AXWLHPKL,78
AXXEPPKK,"38,104,102,84,67,68,133,46"
AXXNILHH,16
AXYOJMRN,"104,48,102,2,133"
AXZDBXGD,100
AYAJIKDQ,"48,52,102,68,133"
AYAVUVEI,"48,133"
AYAXJDQX,102
AYBJCVEI,"40,90"
AYCTAXYT,104
AYCXGJIR,"2,52,13"
AYCZOICC,68
AYGJGHGA,"2,68,102"
AYHICEOD,"68,133,15"
AYHVAHGA,"68,133,102"
AYIRZONO,15
AYIUBRDX,38
AYJBKXGD,100
AYJFKXMC,102
AYNNDSMJ,123
AYNPGWMK,68
AYQPBCDA,68
AYQPDSUS,"102,15"
AYQWMVKA,102
AYTAMFNJ,"133,102"
AYTGUPIF,8
AYUCWXYT,"114,2,68,99"
AYUIVMHZ,"58,40,133"
AYUWYEUL,112
AYUXAMVW,"132,68,52,102"
AYVALSOB,78
AYVMKLSQ,"48,40,102"
AYWBVFAU,"41,13,78"
AYWGUFUP,78
AYWSGFXO,"104,48,102,135"
AYXLMBQT,"2,68,104,116"
AYZYIVEI,"40,133,90"
AZAFVUIV,"30,33"
AZCRAEQQ,"58,68"
AZDELGQD,38
AZEAVOOZ,78
AZFDHOIM,78
AZFKGBQT,68
AZGPTPKK,"25,40"
AZJDCNBD,68
AZJDUSPG,15
AZJQHSOM,"52,69"
AZJXOXDO,1
AZKGTXGD,40
AZLANBQT,68
AZLXMZQU,68
AZMDHJVR,"40,133"
AZMMXVJP,78
AZNCEFGA,133
AZNITHAQ,"108,102,110,116,95,15"
AZOBHNPL,"105,40,15"
AZOGIVKA,"25,40,102"
AZOSINQN,2
AZPOKSOM,52
AZQNXXGD,102
AZRPKVEI,"40,90,15"
AZTRLHFB,"102,15"
AZTUVMRN,40
AZUBAPLS,"69,2,68,133"
AZVJXVEI,"104,48,49,90,2,103,40,133"
AZVNLHEB,"96,51"
AZWAAPTK,"102,2,15,68,22"
AZYXHHGA,"97,102"
AZZNRHGA,"102,116,2,133,118,51,68,97,78"
AZZQDGQD,67
AZZULFJO,68
BAAOFDFC,133
BAAQLDAL,"104,40"
BACRNFXO,"104,48,102,135"
BACSTXEC,"81,68,19"
BAFESFFP,68
BAGFZGQD,"78,12"
BAHNJKEW,36
BAJLEWMK,78
BAKCUVEI,"68,33"
BAKRLFYY,"2,104"
BALJQFFP,"68,75"
BALYCATH,132
BANFWEQQ,133
BANHIRGE,"123,8"
