image_directory,label
AEHRLGCS/AEHRLGCS_f000020.jpg,Mammal
AEHRLGCS/AEHRLGCS_f000021.jpg,Mammal
AEHRLGCS/AEHRLGCS_f000022.jpg,Mammal
AEIANJQK/AEIANJQK_f000041.jpg,Mammal
AEIANJQK/AEIANJQK_f000042.jpg,Mammal
AEIANJQK/AEIANJQK_f000043.jpg,Mammal
AEMQIFNJ/AEMQIFNJ_f000013.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000014.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000015.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000016.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000017.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000018.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000019.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000020.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000022.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000023.jpg,Reptile
AEMQIFNJ/AEMQIFNJ_f000024.jpg,Reptile
AEMZBKEW/AEMZBKEW_f000007.jpg,Mammal
AEMZBKEW/AEMZBKEW_f000008.jpg,Mammal
AEMZBKEW/AEMZBKEW_f000009.jpg,Mammal
AEMZBKEW/AEMZBKEW_f000010.jpg,Mammal
AEMZBKEW/AEMZBKEW_f000011.jpg,Mammal
AEMZBKEW/AEMZBKEW_f000012.jpg,Mammal
AEQVOUDX/AEQVOUDX_f000044.jpg,Mammal
AEQVOUDX/AEQVOUDX_f000045.jpg,Mammal
AEQVOUDX/AEQVOUDX_f000046.jpg,Mammal
AEQVOUDX/AEQVOUDX_f000047.jpg,Mammal
AEUEWLSQ/AEUEWLSQ_f000003.jpg,Bird
AEUEWLSQ/AEUEWLSQ_f000004.jpg,Bird
AEUEWLSQ/AEUEWLSQ_f000059.jpg,Bird
AEUEWLSQ/AEUEWLSQ_f000060.jpg,Bird
AEXZJFFP/AEXZJFFP_f000011.jpg,Mammal
AEXZJFFP/AEXZJFFP_f000012.jpg,Mammal
AEXZJFFP/AEXZJFFP_f000013.jpg,Mammal
AEXZJFFP/AEXZJFFP_f000014.jpg,Mammal
AEXZJFFP/AEXZJFFP_f000015.jpg,Mammal
AEXZJFFP/AEXZJFFP_f000016.jpg,Mammal
AEZMTDKB/AEZMTDKB_f000103.jpg,Bird
AEZMTDKB/AEZMTDKB_f000104.jpg,Bird
AFDTSGHA/AFDTSGHA_f000150.jpg,Bird
AFEGQBXG/AFEGQBXG_f000025.jpg,Bird
AFEGQBXG/AFEGQBXG_f000026.jpg,Bird
AFEGQBXG/AFEGQBXG_f000027.jpg,Bird
AFGNOJVY/AFGNOJVY_f000050.jpg,Bird
AFJSDYLX/AFJSDYLX_f000098.jpg,Bird
AFKUFRAH/AFKUFRAH_f000075.jpg,Bird
AFKUFRAH/AFKUFRAH_f000076.jpg,Bird
AFMIPZLK/AFMIPZLK_f000054.jpg,Bird
AFRIMIFB/AFRIMIFB_f000081.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000082.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000083.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000084.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000085.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000086.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000088.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000089.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000090.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000091.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000092.jpg,Amphibian
AFRIMIFB/AFRIMIFB_f000094.jpg,Amphibian
AFVFMXHP/AFVFMXHP_f000035.jpg,Bird
AGAZXKEW/AGAZXKEW_f000014.jpg,Bird
AGAZXKEW/AGAZXKEW_f000015.jpg,Bird
AGBFVAEM/AGBFVAEM_f000010.jpg,Bird
AGFIVTFT/AGFIVTFT_f000030.jpg,Bird
AGFIVTFT/AGFIVTFT_f000031.jpg,Bird
AGFIVTFT/AGFIVTFT_f000032.jpg,Bird
AGHBWIFB/AGHBWIFB_f000028.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000029.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000030.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000031.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000033.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000034.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000035.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000037.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000038.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000040.jpg,Amphibian
AGHBWIFB/AGHBWIFB_f000041.jpg,Amphibian
AGILRCNX/AGILRCNX_f000015.jpg,Mammal
AGILRCNX/AGILRCNX_f000016.jpg,Mammal
AGILRCNX/AGILRCNX_f000017.jpg,Mammal
AGILRCNX/AGILRCNX_f000018.jpg,Mammal
AGILRCNX/AGILRCNX_f000019.jpg,Mammal
AGILRCNX/AGILRCNX_f000020.jpg,Mammal
AGILWBQT/AGILWBQT_f000012.jpg,Bird
AGILWBQT/AGILWBQT_f000013.jpg,Bird
AGILWBQT/AGILWBQT_f000014.jpg,Bird
AGKXYZLK/AGKXYZLK_f000027.jpg,Bird
AGQNPCPZ/AGQNPCPZ_f000000.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000001.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000002.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000003.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000004.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000005.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000006.jpg,Reptile
AGQNPCPZ/AGQNPCPZ_f000007.jpg,Reptile
AGSPSMWW/AGSPSMWW_f000049.jpg,Bird
AGTVCKDQ/AGTVCKDQ_f000087.jpg,Bird
AGTVCKDQ/AGTVCKDQ_f000088.jpg,Bird
AGTVCKDQ/AGTVCKDQ_f000089.jpg,Bird
AGUBBQTX/AGUBBQTX_f000012.jpg,Bird
AGUSZKOU/AGUSZKOU_f000017.jpg,Bird
AGUSZKOU/AGUSZKOU_f000018.jpg,Bird
AGVNIBQT/AGVNIBQT_f000017.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000018.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000019.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000020.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000021.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000022.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000023.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000024.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000027.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000028.jpg,Reptile
AGVNIBQT/AGVNIBQT_f000029.jpg,Reptile
AGXWTXGD/AGXWTXGD_f000036.jpg,Bird
AGXWTXGD/AGXWTXGD_f000037.jpg,Bird
AGXWTXGD/AGXWTXGD_f000038.jpg,Bird
AGXWTXGD/AGXWTXGD_f000039.jpg,Bird
AGYCDUUF/AGYCDUUF_f000035.jpg,Mammal
AGYEXNPL/AGYEXNPL_f000003.jpg,Bird
AGYEXNPL/AGYEXNPL_f000038.jpg,Bird
AHAEZVYU/AHAEZVYU_f000091.jpg,Mammal
AHAEZVYU/AHAEZVYU_f000092.jpg,Mammal
AHAEZVYU/AHAEZVYU_f000093.jpg,Mammal
AHAEZVYU/AHAEZVYU_f000094.jpg,Mammal
AHAEZVYU/AHAEZVYU_f000096.jpg,Mammal
AHJIYLHH/AHJIYLHH_f000016.jpg,Amphibian
AHJIYLHH/AHJIYLHH_f000017.jpg,Amphibian
AHKLQIKV/AHKLQIKV_f000010.jpg,Mammal
AHKLQIKV/AHKLQIKV_f000011.jpg,Mammal
AHKLQIKV/AHKLQIKV_f000012.jpg,Mammal
AHKLQIKV/AHKLQIKV_f000013.jpg,Mammal
AHKLQIKV/AHKLQIKV_f000014.jpg,Mammal
AHLRRTEK/AHLRRTEK_f000038.jpg,Bird
AHLRRTEK/AHLRRTEK_f000039.jpg,Bird
AHOPPHCU/AHOPPHCU_f000083.jpg,Bird
AHOPPHCU/AHOPPHCU_f000084.jpg,Bird
AHOPPHCU/AHOPPHCU_f000085.jpg,Bird
AHSCNVOY/AHSCNVOY_f000025.jpg,Reptile
AHSCNVOY/AHSCNVOY_f000027.jpg,Reptile
AHSCNVOY/AHSCNVOY_f000028.jpg,Reptile
AHSCNVOY/AHSCNVOY_f000029.jpg,Reptile
AHSCNVOY/AHSCNVOY_f000030.jpg,Reptile
AHSCNVOY/AHSCNVOY_f000031.jpg,Reptile
AHYCBXGD/AHYCBXGD_f000128.jpg,Mammal
AHYCBXGD/AHYCBXGD_f000129.jpg,Mammal
AHYCBXGD/AHYCBXGD_f000130.jpg,Mammal
AHYCBXGD/AHYCBXGD_f000131.jpg,Mammal
AHYCBXGD/AHYCBXGD_f000132.jpg,Mammal
AHYCBXGD/AHYCBXGD_f000133.jpg,Mammal
AHYLWONO/AHYLWONO_f000035.jpg,Bird
AHZPAIFB/AHZPAIFB_f000008.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000009.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000010.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000011.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000012.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000014.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000015.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000016.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000017.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000018.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000019.jpg,Amphibian
AHZPAIFB/AHZPAIFB_f000020.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000040.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000041.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000044.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000045.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000046.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000048.jpg,Amphibian
AIBLFGQD/AIBLFGQD_f000049.jpg,Amphibian
AIDUQNPL/AIDUQNPL_f000009.jpg,Bird
AIDUQNPL/AIDUQNPL_f000010.jpg,Bird
AIDUQNPL/AIDUQNPL_f000011.jpg,Bird
AIIJLPTK/AIIJLPTK_f000071.jpg,Bird
AIIJLPTK/AIIJLPTK_f000072.jpg,Bird
AIIJLPTK/AIIJLPTK_f000073.jpg,Bird
AIJZSTFT/AIJZSTFT_f000034.jpg,Bird
AIJZSTFT/AIJZSTFT_f000035.jpg,Bird
AIJZSTFT/AIJZSTFT_f000036.jpg,Bird
AIQKFARW/AIQKFARW_f000096.jpg,Reptile
AIQKFARW/AIQKFARW_f000097.jpg,Reptile
AIQKFARW/AIQKFARW_f000098.jpg,Reptile
AIQKFARW/AIQKFARW_f000099.jpg,Reptile
AIQKFARW/AIQKFARW_f000100.jpg,Reptile
AIQKFARW/AIQKFARW_f000101.jpg,Reptile
AIQKFARW/AIQKFARW_f000102.jpg,Reptile
AIQKFARW/AIQKFARW_f000105.jpg,Reptile
AIQKFARW/AIQKFARW_f000107.jpg,Reptile
AIQKFARW/AIQKFARW_f000110.jpg,Reptile
AIQKFARW/AIQKFARW_f000111.jpg,Reptile
AIQKFARW/AIQKFARW_f000112.jpg,Reptile
AIQKFARW/AIQKFARW_f000113.jpg,Reptile
AISKSLSQ/AISKSLSQ_f000033.jpg,Bird
AISKSLSQ/AISKSLSQ_f000034.jpg,Bird
AJCPKPPV/AJCPKPPV_f000285.jpg,Bird
AJCPKPPV/AJCPKPPV_f000286.jpg,Bird
AJCPKPPV/AJCPKPPV_f000287.jpg,Bird
AJCYBKDQ/AJCYBKDQ_f000025.jpg,Bird
AJCYBKDQ/AJCYBKDQ_f000026.jpg,Bird
AJCYBKDQ/AJCYBKDQ_f000027.jpg,Bird
AJDDHWBO/AJDDHWBO_f000049.jpg,Bird
AJDDHWBO/AJDDHWBO_f000050.jpg,Bird
AJDDHWBO/AJDDHWBO_f000051.jpg,Bird
AJDLXVEI/AJDLXVEI_f000041.jpg,Bird
AJJIGEOD/AJJIGEOD_f000057.jpg,Bird
AJJIGEOD/AJJIGEOD_f000058.jpg,Bird
AJJIGEOD/AJJIGEOD_f000059.jpg,Bird
AJKCKVMP/AJKCKVMP_f000025.jpg,Bird
AJKCKVMP/AJKCKVMP_f000026.jpg,Bird
AJKCKVMP/AJKCKVMP_f000027.jpg,Bird
AJWBBZJZ/AJWBBZJZ_f000035.jpg,Bird
AJWBBZJZ/AJWBBZJZ_f000036.jpg,Bird
AJWBBZJZ/AJWBBZJZ_f000037.jpg,Bird
AJWSYUDX/AJWSYUDX_f000018.jpg,Mammal
AJWSYUDX/AJWSYUDX_f000019.jpg,Mammal
AJWSYUDX/AJWSYUDX_f000021.jpg,Mammal
AJYJKHAQ/AJYJKHAQ_f000084.jpg,Bird
AKAFWDSU/AKAFWDSU_f000031.jpg,Mammal
AKAIGSUS/AKAIGSUS_f000246.jpg,Bird
AKAIGSUS/AKAIGSUS_f000247.jpg,Bird
AKAIGSUS/AKAIGSUS_f000248.jpg,Bird
AKDIQPLS/AKDIQPLS_f000046.jpg,Bird
AKDIQPLS/AKDIQPLS_f000047.jpg,Bird
AKGUBCCX/AKGUBCCX_f000044.jpg,Mammal
AKIGDMWW/AKIGDMWW_f000047.jpg,Bird
AKKSLXGD/AKKSLXGD_f000017.jpg,Mammal
AKKSLXGD/AKKSLXGD_f000018.jpg,Mammal
AKKSLXGD/AKKSLXGD_f000019.jpg,Mammal
AKKZDPLS/AKKZDPLS_f000025.jpg,Bird
AKNZGFGA/AKNZGFGA_f000010.jpg,Bird
AKPNRXGD/AKPNRXGD_f000042.jpg,Mammal
AKPNRXGD/AKPNRXGD_f000043.jpg,Mammal
AKPNRXGD/AKPNRXGD_f000044.jpg,Mammal
AKPNRXGD/AKPNRXGD_f000045.jpg,Mammal
AKPNRXGD/AKPNRXGD_f000046.jpg,Mammal
AKPNRXGD/AKPNRXGD_f000047.jpg,Mammal
AKQVZTHG/AKQVZTHG_f000115.jpg,Mammal
AKQVZTHG/AKQVZTHG_f000116.jpg,Mammal
AKQVZTHG/AKQVZTHG_f000117.jpg,Mammal
AKQVZTHG/AKQVZTHG_f000118.jpg,Mammal
AKQVZTHG/AKQVZTHG_f000119.jpg,Mammal
AKQVZTHG/AKQVZTHG_f000120.jpg,Mammal
AKRYLKEW/AKRYLKEW_f000034.jpg,Mammal
AKRYLKEW/AKRYLKEW_f000035.jpg,Mammal
AKRYLKEW/AKRYLKEW_f000036.jpg,Mammal
AKRYLKEW/AKRYLKEW_f000037.jpg,Mammal
AKRYLKEW/AKRYLKEW_f000038.jpg,Mammal
AKRYLKEW/AKRYLKEW_f000039.jpg,Mammal
AKUVTOXJ/AKUVTOXJ_f000019.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000020.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000021.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000022.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000023.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000024.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000027.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000028.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000029.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000031.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000032.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000033.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000034.jpg,Reptile
AKUVTOXJ/AKUVTOXJ_f000035.jpg,Reptile
AKVEINPL/AKVEINPL_f000005.jpg,Mammal
AKVEINPL/AKVEINPL_f000006.jpg,Mammal
AKVEINPL/AKVEINPL_f000007.jpg,Mammal
AKVEINPL/AKVEINPL_f000008.jpg,Mammal
AKVEINPL/AKVEINPL_f000009.jpg,Mammal
AKVEINPL/AKVEINPL_f000010.jpg,Mammal
AKWFUBXG/AKWFUBXG_f000022.jpg,Bird
AKWFUBXG/AKWFUBXG_f000023.jpg,Bird
AKXVOXGD/AKXVOXGD_f000038.jpg,Mammal
AKXVOXGD/AKXVOXGD_f000039.jpg,Mammal
AKXVOXGD/AKXVOXGD_f000040.jpg,Mammal
AKXVOXGD/AKXVOXGD_f000041.jpg,Mammal
AKXVOXGD/AKXVOXGD_f000042.jpg,Mammal
ALFFMZTV/ALFFMZTV_f000076.jpg,Bird
ALJOUVYD/ALJOUVYD_f000040.jpg,Bird
ALJOUVYD/ALJOUVYD_f000041.jpg,Bird
ALJOUVYD/ALJOUVYD_f000042.jpg,Bird
ALVMKWWH/ALVMKWWH_f000154.jpg,Fish
ALVMKWWH/ALVMKWWH_f000155.jpg,Fish
ALVMKWWH/ALVMKWWH_f000156.jpg,Fish
