image_directory,part0_x,part0_y,part1_x,part1_y,part2_x,part2_y,part3_x,part3_y,part4_x,part4_y,part5_x,part5_y,part6_x,part6_y,part7_x,part7_y,part8_x,part8_y,part9_x,part9_y,part10_x,part10_y,part11_x,part11_y,part12_x,part12_y,part13_x,part13_y,part14_x,part14_y,part15_x,part15_y,part16_x,part16_y,part17_x,part17_y,part18_x,part18_y,part19_x,part19_y,part20_x,part20_y,part21_x,part21_y,part22_x,part22_y
ADUAVFNJ/ADUAVFNJ_f000031.jpg,278.0,130.0,-1.0,-1.0,315.0,128.0,439.0,125.0,297.0,161.0,-1.0,-1.0,442.0,131.0,-1.0,-1.0,123.0,229.0,-1.0,-1.0,63.0,229.0,-1.0,-1.0,11.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ADUAVFNJ/ADUAVFNJ_f000032.jpg,278.0,130.0,-1.0,-1.0,315.0,128.0,439.0,125.0,297.0,161.0,-1.0,-1.0,442.0,131.0,-1.0,-1.0,123.0,229.0,-1.0,-1.0,63.0,229.0,-1.0,-1.0,11.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ADUAVFNJ/ADUAVFNJ_f000033.jpg,278.0,130.0,-1.0,-1.0,315.0,128.0,439.0,125.0,297.0,161.0,-1.0,-1.0,442.0,131.0,-1.0,-1.0,123.0,229.0,-1.0,-1.0,63.0,229.0,-1.0,-1.0,11.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ADUAVFNJ/ADUAVFNJ_f000034.jpg,278.0,130.0,-1.0,-1.0,315.0,128.0,439.0,125.0,297.0,161.0,-1.0,-1.0,442.0,131.0,-1.0,-1.0,123.0,229.0,-1.0,-1.0,63.0,229.0,-1.0,-1.0,11.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AHSCNVOY/AHSCNVOY_f000026.jpg,-1.0,-1.0,147.6266666667,110.9004739336,-1.0,-1.0,139.0933333333,110.0473933649,162.1333333333,121.990521327,151.8933333333,109.1943127962,138.24,111.7534854673,168.96,145.0236966825,196.2666666667,155.2606635071,169.8133333333,165.4976303318,199.68,177.4407582938,157.8666666667,174.8815165877,195.4133333333,186.8246445498,219.3066666667,162.9383886256,244.0533333333,167.2037914692,-1.0,-1.0,238.9333333333,180.0,-1.0,-1.0,250.0266666667,191.9431279621,-1.0,-1.0,268.8,173.1753554502,312.32,186.8246445498,345.6,197.0616113744
AHSCNVOY/AHSCNVOY_f000030.jpg,147.1326956591,102.9533213955,141.0021666733,106.4554431503,-1.0,-1.0,129.1790036293,104.7043822729,142.7537463835,118.7128692919,-1.0,-1.0,127.8653188466,106.4554431503,162.021123196,147.1676085492,184.3537645014,151.5452607427,167.7137572543,164.2404521036,190.9221884148,178.686704342,161.1453333409,173.4335217098,191.7979782699,189.6308348256,214.1306195753,167.304808639,246.9727391421,175.6223478066,-1.0,-1.0,233.8358913154,179.5622347807,-1.0,-1.0,243.9074746492,190.9441304836,-1.0,-1.0,253.5411630554,175.1845825872,293.3896014631,192.2574261416,359.2113396039,186.9184415265
AHSCNVOY/AHSCNVOY_f000031.jpg,147.1326956591,102.9533213955,141.0021666733,106.4554431503,-1.0,-1.0,129.1790036293,104.7043822729,142.7537463835,118.7128692919,-1.0,-1.0,127.8653188466,106.4554431503,162.021123196,147.1676085492,184.3537645014,151.5452607427,167.7137572543,164.2404521036,190.9221884148,178.686704342,161.1453333409,173.4335217098,191.7979782699,189.6308348256,214.1306195753,167.304808639,246.9727391421,175.6223478066,-1.0,-1.0,233.8358913154,179.5622347807,-1.0,-1.0,243.9074746492,190.9441304836,-1.0,-1.0,253.5411630554,175.1845825872,293.3896014631,192.2574261416,359.2113396039,186.9184415265
AIQKFARW/AIQKFARW_f000100.jpg,273.4545454545,103.0909090909,334.5454545455,84.6363636364,-1.0,-1.0,194.2727272727,282.2727272727,480.5454545455,76.9090909091,-1.0,-1.0,193.9090909091,287.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIQKFARW/AIQKFARW_f000109.jpg,275.4545454545,109.0909090909,338.5454545455,97.6363636364,-1.0,-1.0,229.2727272727,279.2727272727,484.5454545455,80.9090909091,-1.0,-1.0,263.9090909091,279.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AQMEBNXJ/AQMEBNXJ_f000021.jpg,516.9045830203,171.026951193,-1.0,-1.0,506.0055096419,174.2316114812,558.5775106436,181.9227961729,-1.0,-1.0,497.0298021538,187.0502526341,557.9363886802,192.1777090952,-1.0,-1.0,455.3568745304,187.0502526341,-1.0,-1.0,429.711995993,220.3787196314,-1.0,-1.0,425.8652642124,253.0662545711,438.0465815177,166.5404267895,-1.0,-1.0,391.8858001503,161.4129703284,-1.0,-1.0,356.6240921613,176.7953397118,-1.0,-1.0,348.2895066366,192.8186411528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AQMEBNXJ/AQMEBNXJ_f000023.jpg,488.3393939394,190.0818612667,-1.0,-1.0,475.9272727273,193.9595002154,533.3333333333,205.5924170616,-1.0,-1.0,468.9454545455,206.3679448514,531.0060606061,216.4498061181,451.103030303,208.6945282206,421.6242424242,211.0211115898,479.8060606061,238.1645842309,380.5090909091,231.1848341232,489.8909090909,270.7367514003,357.2363636364,259.8793623438,412.3151515152,180.0,-1.0,-1.0,355.6848484848,172.2447221025,-1.0,-1.0,346.3757575758,180.0,-1.0,-1.0,344.8242424242,230.4093063335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AQMEBNXJ/AQMEBNXJ_f000026.jpg,442.88,218.3886255924,-1.0,-1.0,433.4933333331,218.3886255924,493.2697643098,223.6399239437,-1.0,-1.0,424.1066666669,233.7440758294,493.088754209,240.2979822345,-1.0,-1.0,354.1333333331,239.4040355307,-1.0,-1.0,320.2758249158,250.3561597185,-1.0,-1.0,323.1116498316,276.9395805545,310.6133333331,209.0044171732,-1.0,-1.0,252.5866666669,209.8578199054,-1.0,-1.0,226.9866666669,241.4218009478,-1.0,-1.0,203.0933333331,247.3933649288,262.8266666669,199.6208530805,221.8666666669,203.0331753554,141.0327272729,221.131764906
AQMEBNXJ/AQMEBNXJ_f000027.jpg,442.88,218.3886255924,-1.0,-1.0,429.2266666669,219.2417291729,488.96,231.1848341233,-1.0,-1.0,424.1066666669,233.7440758294,485.5466666669,245.6872037914,-1.0,-1.0,354.1333333331,228.6255924169,-1.0,-1.0,335.36,252.5118483413,-1.0,-1.0,353.28,266.1611374408,310.6133333331,209.0044171732,-1.0,-1.0,252.5866666669,209.8578199054,-1.0,-1.0,230.4,234.5969723047,-1.0,-1.0,203.0933333331,247.3933649288,262.8266666669,199.6208530805,221.8666666669,203.0331753554,133.4906397309,199.5748786785
AQMEBNXJ/AQMEBNXJ_f000028.jpg,450.56,227.772327755,-1.0,-1.0,439.4666666667,227.7723047433,494.9333333333,241.4215708311,-1.0,-1.0,425.8133333333,249.9526066351,494.9333333333,260.1894353897,374.6133333333,220.0945796248,354.9866666667,225.2128789437,-1.0,-1.0,361.8133333333,253.3639163963,-1.0,-1.0,384.8533333333,282.3690239196,310.6133333333,209.0043711497,262.8266666667,201.3271292764,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,245.76,202.1800947867,187.7333333333,209.0047393365,110.08,212.4170616114
AQMEBNXJ/AQMEBNXJ_f000039.jpg,500.9066666667,189.3838862559,-1.0,-1.0,488.96,191.0900473934,555.52,198.7677725118,-1.0,-1.0,481.28,209.0047393365,557.2266666667,220.9478672986,416.4266666667,158.672985782,384.0,171.4691943128,-1.0,-1.0,341.3333333333,174.8815165877,-1.0,-1.0,305.4933333333,155.2606635071,376.32,143.3168682065,296.96,103.2227488152,280.7466666667,116.8720379147,362.6666666667,113.4597156398,244.0533333333,153.5545023697,343.04,104.0758293839,224.4266666667,122.8436018957,286.72,108.3412322275,239.7866666667,98.1042654028,150.1866666667,95.5450236967
AYNKQVOY/AYNKQVOY_f000092.jpg,535.04,289.1943127962,-1.0,-1.0,473.6,352.3222748815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228.6933333333,290.9004739336,-1.0,-1.0,111.7866666667,252.5118483412,-1.0,-1.0,93.0133333333,293.4597156398,209.0666666667,115.1658767773,221.0133333333,45.2132701422,122.88,75.9241706161,256.0,35.8293838863,96.4266666667,139.0521327014,289.28,51.1848341232,57.1733333333,186.8246445498,168.1066666667,51.1848341232,103.2533333333,18.7677725118,-1.0,-1.0
AYNKQVOY/AYNKQVOY_f000093.jpg,535.04,289.1943127962,-1.0,-1.0,473.6,352.3222748815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228.6933333333,290.9004739336,-1.0,-1.0,111.7866666667,252.5118483412,-1.0,-1.0,93.0133333333,293.4597156398,209.0666666667,115.1658767773,221.0133333333,45.2132701422,122.88,75.9241706161,256.0,35.8293838863,96.4266666667,139.0521327014,289.28,51.1848341232,57.1733333333,186.8246445498,168.1066666667,51.1848341232,103.2533333333,18.7677725118,-1.0,-1.0
AYNKQVOY/AYNKQVOY_f000094.jpg,535.04,289.1943127962,-1.0,-1.0,473.6,352.3222748815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228.6933333333,290.9004739336,-1.0,-1.0,111.7866666667,252.5118483412,-1.0,-1.0,93.0133333333,293.4597156398,209.0666666667,115.1658767773,221.0133333333,45.2132701422,122.88,75.9241706161,256.0,35.8293838863,96.4266666667,139.0521327014,289.28,51.1848341232,57.1733333333,186.8246445498,168.1066666667,51.1848341232,103.2533333333,18.7677725118,-1.0,-1.0
AYNKQVOY/AYNKQVOY_f000097.jpg,535.04,289.1943127962,-1.0,-1.0,461.6533333333,338.6726175952,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,213.3333333333,267.866677263,-1.0,-1.0,112.64,241.4215017961,-1.0,-1.0,93.0133333333,293.4597156398,209.0666666667,115.1658767773,221.0133333333,45.2132701422,122.88,75.9241706161,256.0,35.8293838863,80.2133333333,139.9052362818,289.28,51.1848341232,57.1733333333,186.8246445498,173.2266666667,51.1848341232,110.08,16.2084617707,-1.0,-1.0
AYTAMFNJ/AYTAMFNJ_f000013.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,578.0415096956,271.9435675679,-1.0,-1.0,556.457858352,269.390688633,576.223176641,275.9923843795,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000014.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,578.0415096956,271.9435675679,-1.0,-1.0,556.457858352,269.390688633,576.223176641,275.9923843795,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000016.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,577.0415096956,270.9435675679,-1.0,-1.0,556.457858352,269.390688633,577.223176641,273.9923843795,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000017.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,586.0415096956,272.9435675679,-1.0,-1.0,556.457858352,269.390688633,583.223176641,278.9923843795,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000019.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,586.0106155252,271.8800755045,-1.0,-1.0,556.457858352,269.390688633,585.3803166586,278.961651519,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000020.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,586.0106155252,271.8800755045,-1.0,-1.0,556.457858352,269.390688633,585.3803166586,278.961651519,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000021.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,587.1046326192,275.1627502765,-1.0,-1.0,568.4920463862,277.0502631011,586.4743337526,280.055876443,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000022.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,587.1046326192,275.1627502765,-1.0,-1.0,568.4920463862,277.0502631011,586.4743337526,280.055876443,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000023.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,587.1046326192,275.1627502765,-1.0,-1.0,568.4920463862,277.0502631011,586.4743337526,280.055876443,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000024.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,260.3423437992,587.1046326192,275.1627502765,-1.0,-1.0,568.4920463862,277.0502631011,586.4743337526,280.055876443,514.122313598,245.0732618922,505.6552046472,254.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000025.jpg,566.618389093,253.5560851739,-1.0,-1.0,553.0710147717,265.3423437992,582.1046326192,278.1627502765,-1.0,-1.0,568.4920463862,277.0502631011,580.4743337526,281.055876443,514.122313598,248.0732618922,505.6552046472,257.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,359.0038310846,257.7698265486,-1.0,-1.0,346.4419734912,265.0872532893,-1.0,-1.0,324.9748645404,279.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000026.jpg,566.618389093,253.5560851739,-1.0,-1.0,550.0710147717,268.3423437992,579.1046326192,278.1627502765,-1.0,-1.0,550.4920463862,278.0502631011,577.4743337526,282.055876443,505.122313598,250.0732618922,495.6552046472,255.6871282781,-1.0,-1.0,471.786768844,280.1355981231,-1.0,-1.0,490.9788824658,295.9702015822,433.4025416003,237.7214817148,344.7801345819,233.1973092979,373.0038310846,246.7698265486,-1.0,-1.0,337.4419734912,271.0872532893,-1.0,-1.0,328.9748645404,276.7424688104,333.7338313499,239.9647360556,242.8247404408,284.6756616956,200.6759801102,346.774169529
AYTAMFNJ/AYTAMFNJ_f000043.jpg,532.3879887792,268.1200531345,-1.0,-1.0,550.0,268.535280286,571.0474779503,283.075222053,-1.0,-1.0,550.6240556322,283.9762694648,572.441841828,288.123221225,493.7846074898,249.1039842291,480.1751600741,257.6724426846,-1.0,-1.0,472.7104534568,278.012608127,-1.0,-1.0,492.2104619496,297.0909782649,421.3946416337,235.215183223,336.8498431557,240.8808733833,361.8398511767,259.036284858,-1.0,-1.0,346.9867144903,268.2156072453,-1.0,-1.0,331.5919709433,273.3719234988,329.8865136256,251.5158774911,254.6182532087,271.8250286228,200.9027087616,339.9887450832
AYTAMFNJ/AYTAMFNJ_f000044.jpg,532.3879887792,268.1200531345,-1.0,-1.0,553.0,267.535280286,571.0474779503,283.075222053,-1.0,-1.0,550.6240556322,283.9762694648,572.441841828,288.123221225,493.7846074898,249.1039842291,480.1751600741,257.6724426846,-1.0,-1.0,472.7104534568,278.012608127,-1.0,-1.0,492.2104619496,297.0909782649,421.3946416337,237.215183223,338.8498431557,238.8808733833,361.8398511767,259.036284858,-1.0,-1.0,346.9867144903,268.2156072453,-1.0,-1.0,331.5919709433,273.3719234988,330.8865136256,245.5158774911,254.6182532087,271.8250286228,200.9027087616,339.9887450832
AYTAMFNJ/AYTAMFNJ_f000045.jpg,532.3879887792,268.1200531345,-1.0,-1.0,550.0,269.535280286,571.0474779503,283.075222053,-1.0,-1.0,550.6240556322,283.9762694648,572.441841828,288.123221225,493.7846074898,249.1039842291,480.1751600741,257.6724426846,-1.0,-1.0,472.7104534568,278.012608127,-1.0,-1.0,492.2104619496,297.0909782649,421.3946416337,235.215183223,337.8498431557,239.8808733833,361.8398511767,259.036284858,-1.0,-1.0,346.9867144903,268.2156072453,-1.0,-1.0,331.5919709433,273.3719234988,330.8865136256,245.5158774911,254.6182532087,271.8250286228,200.9027087616,339.9887450832
AYTAMFNJ/AYTAMFNJ_f000046.jpg,532.3879887792,268.1200531345,-1.0,-1.0,551.0,274.535280286,571.0474779503,283.075222053,-1.0,-1.0,550.6240556322,283.9762694648,572.441841828,288.123221225,493.7846074898,249.1039842291,480.1751600741,257.6724426846,-1.0,-1.0,472.7104534568,278.012608127,-1.0,-1.0,492.2104619496,297.0909782649,421.3946416337,235.215183223,342.8498431557,234.8808733833,361.8398511767,259.036284858,-1.0,-1.0,346.9867144903,268.2156072453,-1.0,-1.0,331.5919709433,273.3719234988,330.8865136256,245.5158774911,254.6182532087,271.8250286228,200.9027087616,339.9887450832
AYTAMFNJ/AYTAMFNJ_f000047.jpg,532.3879887792,268.1200531345,-1.0,-1.0,551.0,274.535280286,571.0474779503,283.075222053,-1.0,-1.0,550.6240556322,283.9762694648,572.441841828,288.123221225,493.7846074898,249.1039842291,480.1751600741,257.6724426846,-1.0,-1.0,472.7104534568,278.012608127,-1.0,-1.0,492.2104619496,297.0909782649,421.3946416337,235.215183223,342.8498431557,234.8808733833,361.8398511767,259.036284858,-1.0,-1.0,346.9867144903,268.2156072453,-1.0,-1.0,331.5919709433,273.3719234988,330.8865136256,245.5158774911,254.6182532087,271.8250286228,200.9027087616,339.9887450832
